name,x,y,z,o,p,k,f,b1,b2,cx,cy,k1,k2,k3,p1,p2
ZL0_0711_0730060145_020RAD_N0332864ZCAM03552_0630LMA01.IMG,-2696.66737415,1010.56114383,75.1759529127,4.14317330297,48.9847543117,94.5130298441,8586.3953928,-3.64383493575,119.425211538,898.93414799,8586.3953928,-0.337951,-1.73433,0.0,0.0,0.0
